,0,1,2
0,0.0,0.0,0.0
1,1725.5146360007602,3781.9075327018495,598.1000242740392
2,1727.8625736551987,3738.817207938656,516.7823479955994
3,1727.8625736551987,3738.817207938656,516.7823479955994
4,1727.8625736551987,3738.817207938656,516.7823479955994
5,1727.8625736551987,3738.817207938656,516.7823479955994
6,1727.8625736551987,3738.817207938656,516.7823479955994
7,1727.8625736551987,3738.817207938656,516.7823479955994
8,1727.8625736551987,3738.817207938656,516.7823479955994
9,1727.8625736551987,3738.817207938656,516.7823479955994
10,1727.8625736551987,3738.817207938656,516.7823479955994
11,1745.730089336628,3754.3230717185384,517.1864158210799
12,1745.730089336628,3754.3230717185384,517.1864158210799
13,1745.730089336628,3754.3230717185384,517.1864158210799
14,1745.730089336628,3754.3230717185384,517.1864158210799
15,1745.730089336628,3754.3230717185384,517.1864158210799
16,1745.730089336628,3754.3230717185384,517.1864158210799
17,1745.730089336628,3754.3230717185384,517.1864158210799
18,1745.730089336628,3754.3230717185384,517.1864158210799
19,1737.6925489450675,3727.081190798376,555.4163346610892
20,1737.6925489450675,3727.081190798376,555.4163346610892
21,1737.6925489450675,3727.081190798376,555.4163346610892
22,1737.6925489450675,3727.081190798376,555.4163346610892
23,1737.6925489450675,3727.081190798376,555.4163346610892
24,1737.6925489450675,3727.081190798376,555.4163346610892
25,1737.6925489450675,3727.081190798376,555.4163346610892
26,1737.6925489450675,3727.081190798376,555.4163346610892
27,1700.8391940695685,3712.1330626973386,551.9058293872524
28,1700.8391940695685,3712.1330626973386,551.9058293872524
29,1700.8391940695685,3712.1330626973386,551.9058293872524
30,1700.8391940695685,3712.1330626973386,551.9058293872524
31,1700.8391940695685,3712.1330626973386,551.9058293872524
32,1700.8391940695685,3712.1330626973386,551.9058293872524
33,1700.8391940695685,3712.1330626973386,551.9058293872524
34,1700.8391940695685,3712.1330626973386,551.9058293872524
35,1700.8391940695685,3712.1330626973386,551.9058293872524
36,1737.019673065957,3781.8240866035185,574.4801460309748
37,1737.019673065957,3781.8240866035185,574.4801460309748
38,1737.019673065957,3781.8240866035185,574.4801460309748
