0,0xc24,3297,100,2.912193
1,0x40a1,4694,100,2.912193
2,0x5633,5462,100,2.912193
3,0x5da9,4052,100,2.912193
0,0xc24,3297,100,3.174292
1,0x40a1,4694,100,3.174292
2,0x5633,5462,100,3.174292
3,0x5da9,4052,100,3.174292
0,0xc24,3297,100,3.436305
1,0x40a1,4694,100,3.436305
2,0x5633,5462,100,3.436305
3,0x5da9,4052,100,3.436305
0,0xc24,3199,100,3.698321
1,0x40a1,4712,100,3.698321
2,0x5633,5476,100,3.698321
3,0x5da9,4070,100,3.698321
0,0xc24,3199,100,3.960376
1,0x40a1,4712,100,3.960376
2,0x5633,5476,100,3.960376
3,0x5da9,4070,100,3.960376
0,0xc24,3199,100,4.222373
1,0x40a1,4712,100,4.222373
2,0x5633,5476,100,4.222373
3,0x5da9,4070,100,4.222373
0,0xc24,3199,100,4.484371
1,0x40a1,4712,100,4.484371
2,0x5633,5476,100,4.484371
3,0x5da9,4070,100,4.484371
0,0xc24,3199,100,4.746351
1,0x40a1,4712,100,4.746351
2,0x5633,5476,100,4.746351
3,0x5da9,4070,100,4.746351
0,0xc24,3199,100,5.008306
1,0x40a1,4712,100,5.008306
2,0x5633,5476,100,5.008306
3,0x5da9,4070,100,5.008306
0,0xc24,3199,100,5.270415
1,0x40a1,4712,100,5.270415
2,0x5633,5476,100,5.270415
3,0x5da9,4070,100,5.270415
0,0xc24,3199,100,5.532418
1,0x40a1,4712,100,5.532418
2,0x5633,5476,100,5.532418
3,0x5da9,4070,100,5.532418
0,0xc24,3199,100,5.794435
1,0x40a1,4712,100,5.794435
2,0x5633,5476,100,5.794435
3,0x5da9,4070,100,5.794435
0,0xc24,3199,100,6.056510
1,0x40a1,4731,100,6.056510
2,0x5633,5405,100,6.056510
3,0x5da9,4075,100,6.056510
0,0xc24,3199,100,6.318450
1,0x40a1,4731,100,6.318450
2,0x5633,5405,100,6.318450
3,0x5da9,4075,100,6.318450
0,0xc24,3199,100,6.580421
1,0x40a1,4731,100,6.580421
2,0x5633,5405,100,6.580421
3,0x5da9,4075,100,6.580421
0,0xc24,3199,100,6.842411
1,0x40a1,4731,100,6.842411
2,0x5633,5405,100,6.842411
3,0x5da9,4075,100,6.842411
0,0xc24,3199,100,7.104379
1,0x40a1,4731,100,7.104379
2,0x5633,5405,100,7.104379
3,0x5da9,4075,100,7.104379
0,0xc24,3199,100,7.366307
1,0x40a1,4731,100,7.366307
2,0x5633,5405,100,7.366307
3,0x5da9,4075,100,7.366307
0,0xc24,3199,100,7.632922
1,0x40a1,4731,100,7.632922
2,0x5633,5405,100,7.632922
3,0x5da9,4075,100,7.632922
0,0xc24,3199,100,7.894887
1,0x40a1,4731,100,7.894887
2,0x5633,5405,100,7.894887
3,0x5da9,4075,100,7.894887
0,0xc24,3208,100,8.156893
1,0x40a1,4675,100,8.156893
2,0x5633,5372,100,8.156893
3,0x5da9,4061,100,8.156893
0,0xc24,3208,100,8.418923
1,0x40a1,4675,100,8.418923
2,0x5633,5372,100,8.418923
3,0x5da9,4061,100,8.418923
0,0xc24,3208,100,8.680946
1,0x40a1,4675,100,8.680946
2,0x5633,5372,100,8.680946
3,0x5da9,4061,100,8.680946
0,0xc24,3208,100,8.942940
1,0x40a1,4675,100,8.942940
2,0x5633,5372,100,8.942940
3,0x5da9,4061,100,8.942940
0,0xc24,3208,100,9.204974
1,0x40a1,4675,100,9.204974
2,0x5633,5372,100,9.204974
3,0x5da9,4061,100,9.204974
0,0xc24,3208,100,9.466969
1,0x40a1,4675,100,9.466969
2,0x5633,5372,100,9.466969
3,0x5da9,4061,100,9.466969
0,0xc24,3208,100,9.728926
1,0x40a1,4675,100,9.728926
2,0x5633,5372,100,9.728926
3,0x5da9,4061,100,9.728926
0,0xc24,3208,100,9.991041
1,0x40a1,4675,100,9.991041
2,0x5633,5372,100,9.991041
3,0x5da9,4061,100,9.991041
0,0xc24,3241,100,10.253042
1,0x40a1,4722,100,10.253042
2,0x5633,5382,100,10.253042
3,0x5da9,4075,100,10.253042
0,0xc24,3241,100,10.515034
1,0x40a1,4722,100,10.515034
2,0x5633,5382,100,10.515034
3,0x5da9,4075,100,10.515034
0,0xc24,3241,100,10.777076
1,0x40a1,4722,100,10.777076
2,0x5633,5382,100,10.777076
3,0x5da9,4075,100,10.777076
0,0xc24,3241,100,11.039105
1,0x40a1,4722,100,11.039105
2,0x5633,5382,100,11.039105
3,0x5da9,4075,100,11.039105
0,0xc24,3241,100,11.301232
1,0x40a1,4722,100,11.301232
2,0x5633,5382,100,11.301232
3,0x5da9,4075,100,11.301232
0,0xc24,3241,100,11.563226
1,0x40a1,4722,100,11.563226
2,0x5633,5382,100,11.563226
3,0x5da9,4075,100,11.563226
0,0xc24,3241,100,11.825242
1,0x40a1,4722,100,11.825242
2,0x5633,5382,100,11.825242
3,0x5da9,4075,100,11.825242
0,0xc24,3241,100,12.087224
1,0x40a1,4722,100,12.087224
2,0x5633,5382,100,12.087224
3,0x5da9,4075,100,12.087224
0,0xc24,3241,100,12.349250
1,0x40a1,4722,100,12.349250
2,0x5633,5382,100,12.349250
3,0x5da9,4075,100,12.349250
0,0xc24,3213,100,12.611399
1,0x40a1,4698,100,12.611399
2,0x5633,5391,100,12.611399
3,0x5da9,4066,100,12.611399
