x,y,z
1708 ,1716 ,-4 
1708 ,1716 ,-4 
1708 ,1716 ,-4 
1708 ,1716 ,-4 
1708 ,1716 ,-4 
1708 ,1716 ,-4 
1743 ,1804 ,-1 
1743 ,1804 ,-1 
1743 ,1804 ,-1 
1743 ,1804 ,-1 
1743 ,1804 ,-1 
1743 ,1804 ,-1 
1743 ,1804 ,-1 
1743 ,1804 ,-1 
1757 ,1800 ,-26 
1757 ,1800 ,-26 
1757 ,1800 ,-26 
1757 ,1800 ,-26 
1757 ,1800 ,-26 
1757 ,1800 ,-26 
1757 ,1800 ,-26 
1757 ,1800 ,-26 
1726 ,1727 ,2 
1726 ,1727 ,2 
1726 ,1727 ,2 
1726 ,1727 ,2 
1726 ,1727 ,2 
1726 ,1727 ,2 
1726 ,1727 ,2 
1726 ,1727 ,2 
1726 ,1727 ,2 
1688 ,1753 ,-6 
1688 ,1753 ,-6 
1688 ,1753 ,-6 
1688 ,1753 ,-6 
1688 ,1753 ,-6 
1688 ,1753 ,-6 
1688 ,1753 ,-6 
1688 ,1753 ,-6 
1713 ,1765 ,12 
1713 ,1765 ,12 
1713 ,1765 ,12 
1713 ,1765 ,12 
1713 ,1765 ,12 
1713 ,1765 ,12 
1713 ,1765 ,12 
1713 ,1765 ,12 
1673 ,1723 ,-27 
1673 ,1723 ,-27 
1673 ,1723 ,-27 
1673 ,1723 ,-27 
1673 ,1723 ,-27 
1673 ,1723 ,-27 
1673 ,1723 ,-27 
1673 ,1723 ,-27 
1673 ,1723 ,-27 
1732 ,1776 ,25 
1732 ,1776 ,25 
1732 ,1776 ,25 
1732 ,1776 ,25 
1732 ,1776 ,25 
1732 ,1776 ,25 
1732 ,1776 ,25 
1732 ,1776 ,25 
1688 ,1719 ,29 
1688 ,1719 ,29 
1688 ,1719 ,29 
1688 ,1719 ,29 
1688 ,1719 ,29 
1688 ,1719 ,29 
1688 ,1719 ,29 
1688 ,1719 ,29 
1688 ,1719 ,29 
1699 ,1749 ,31 
1699 ,1749 ,31 
1699 ,1749 ,31 
1699 ,1749 ,31 
1699 ,1749 ,31 
1699 ,1749 ,31 
1699 ,1749 ,31 
1699 ,1749 ,31 
1691 ,1666 ,-26 
1691 ,1666 ,-26 
1691 ,1666 ,-26 
1691 ,1666 ,-26 
1691 ,1666 ,-26 
1691 ,1666 ,-26 
1691 ,1666 ,-26 
1691 ,1666 ,-26 
1761 ,1811 ,3 
1761 ,1811 ,3 
1761 ,1811 ,3 
1761 ,1811 ,3 
1761 ,1811 ,3 
1761 ,1811 ,3 
1500 ,3029 ,426 
1500 ,3029 ,426 
1500 ,3029 ,426 
1472 ,3011 ,375 
1472 ,3011 ,375 
1472 ,3011 ,375 
1472 ,3011 ,375 
1472 ,3011 ,375 
1472 ,3011 ,375 
1472 ,3011 ,375 
1472 ,3011 ,375 
1472 ,3011 ,375 
1477 ,2972 ,418 
1477 ,2972 ,418 
1477 ,2972 ,418 
1477 ,2972 ,418 
1477 ,2972 ,418 
1477 ,2972 ,418 
1477 ,2972 ,418 
1477 ,2972 ,418 
1544 ,2994 ,423 
1544 ,2994 ,423 
1544 ,2994 ,423 
1544 ,2994 ,423 
1544 ,2994 ,423 
1544 ,2994 ,423 
1544 ,2994 ,423 
1544 ,2994 ,423 
1509 ,2995 ,392 
1509 ,2995 ,392 
1509 ,2995 ,392 
1509 ,2995 ,392 
1509 ,2995 ,392 
1509 ,2995 ,392 
1509 ,2995 ,392 
1509 ,2995 ,392 
1509 ,2995 ,392 
1495 ,3024 ,407 
1495 ,3024 ,407 
1495 ,3024 ,407 
1495 ,3024 ,407 
1495 ,3024 ,407 
1495 ,3024 ,407 
1495 ,3024 ,407 
1495 ,3024 ,407 
1476 ,3004 ,418 
1476 ,3004 ,418 
1476 ,3004 ,418 
1476 ,3004 ,418 
1476 ,3004 ,418 
1476 ,3004 ,418 
1476 ,3004 ,418 
1476 ,3004 ,418 
1476 ,3004 ,418 
1494 ,2986 ,430 
1494 ,2986 ,430 
1494 ,2986 ,430 
1494 ,2986 ,430 
1494 ,2986 ,430 
1494 ,2986 ,430 
1494 ,2986 ,430 
1494 ,2986 ,430 
1475 ,3037 ,403 
1475 ,3037 ,403 
1475 ,3037 ,403 
1475 ,3037 ,403 
1475 ,3037 ,403 
1475 ,3037 ,403 
1475 ,3037 ,403 
1475 ,3037 ,403 
1469 ,3032 ,464 
1469 ,3032 ,464 
1469 ,3032 ,464 
1469 ,3032 ,464 
1469 ,3032 ,464 
1469 ,3032 ,464 
1469 ,3032 ,464 
1469 ,3032 ,464 
1469 ,3032 ,464 
1540 ,2979 ,399 
1540 ,2979 ,399 
1540 ,2979 ,399 
1540 ,2979 ,399 
1540 ,2979 ,399 
1540 ,2979 ,399 
1540 ,2979 ,399 
1540 ,2979 ,399 
1515 ,2992 ,392 
1515 ,2992 ,392 
1515 ,2992 ,392 
1515 ,2992 ,392 
1515 ,2992 ,392 
1515 ,2992 ,392 
1515 ,2992 ,392 
1515 ,2992 ,392 
1515 ,2992 ,392 
1444 ,3041 ,408 
1444 ,3041 ,408 
1444 ,3041 ,408 
1444 ,3041 ,408 
1444 ,3041 ,408 
1444 ,3041 ,408 
1444 ,3041 ,408 
1444 ,3041 ,408 
1477 ,2991 ,436 
1477 ,2991 ,436 
1477 ,2991 ,436 
1477 ,2991 ,436 
1477 ,2991 ,436 
1477 ,2991 ,436 
1477 ,2991 ,436 
1477 ,2991 ,436 
1467 ,3046 ,446 
1467 ,3046 ,446 
1467 ,3046 ,446 
1467 ,3046 ,446 
1467 ,3046 ,446 
1467 ,3046 ,446 
1467 ,3046 ,446 
1467 ,3046 ,446 
1467 ,3046 ,446 
1499 ,3005 ,425 
1499 ,3005 ,425 
1499 ,3005 ,425 
1499 ,3005 ,425 
1499 ,3005 ,425 
1499 ,3005 ,425 
1499 ,3005 ,425 
1499 ,3005 ,425 
1444 ,3003 ,371 
1444 ,3003 ,371 
1444 ,3003 ,371 
1444 ,3003 ,371 
1444 ,3003 ,371 
1444 ,3003 ,371 
1444 ,3003 ,371 
1444 ,3003 ,371 
1457 ,3009 ,429 
1457 ,3009 ,429 
1457 ,3009 ,429 
1457 ,3009 ,429 
1457 ,3009 ,429 
1457 ,3009 ,429 
1457 ,3009 ,429 
1457 ,3009 ,429 
1457 ,3009 ,429 
1469 ,3014 ,445 
1469 ,3014 ,445 
1469 ,3014 ,445 
1469 ,3014 ,445 
1469 ,3014 ,445 
1469 ,3014 ,445 
1469 ,3014 ,445 
1469 ,3014 ,445 
1460 ,3014 ,405 
1460 ,3014 ,405 
1460 ,3014 ,405 
1460 ,3014 ,405 
1460 ,3014 ,405 
1460 ,3014 ,405 
1460 ,3014 ,405 
1460 ,3014 ,405 
1460 ,3014 ,405 
1505 ,2996 ,375 
1505 ,2996 ,375 
1505 ,2996 ,375 
1505 ,2996 ,375 
1505 ,2996 ,375 
1505 ,2996 ,375 
1505 ,2996 ,375 
1505 ,2996 ,375 
1436 ,2993 ,429 
1436 ,2993 ,429 
1436 ,2993 ,429 
1436 ,2993 ,429 
1436 ,2993 ,429 
1436 ,2993 ,429 
1436 ,2993 ,429 
1436 ,2993 ,429 
1492 ,2991 ,384 
1492 ,2991 ,384 
1492 ,2991 ,384 
1492 ,2991 ,384 
1492 ,2991 ,384 
1492 ,2991 ,384 
1492 ,2991 ,384 
1492 ,2991 ,384 
1492 ,2991 ,384 
1444 ,3005 ,444 
1444 ,3005 ,444 
1444 ,3005 ,444 
1444 ,3005 ,444 
1444 ,3005 ,444 
1444 ,3005 ,444 
1444 ,3005 ,444 
1444 ,3005 ,444 
1442 ,2999 ,434 
1442 ,2999 ,434 
1442 ,2999 ,434 
1442 ,2999 ,434 
1442 ,2999 ,434 
1442 ,2999 ,434 
1442 ,2999 ,434 
1442 ,2999 ,434 
1442 ,2999 ,434 
1434 ,3026 ,406 
1434 ,3026 ,406 
1434 ,3026 ,406 
1434 ,3026 ,406 
1434 ,3026 ,406 
1434 ,3026 ,406 
1434 ,3026 ,406 
1434 ,3026 ,406 
1439 ,3018 ,423 
1439 ,3018 ,423 
1439 ,3018 ,423 
1439 ,3018 ,423 
1439 ,3018 ,423 
1439 ,3018 ,423 
1439 ,3018 ,423 
1439 ,3018 ,423 
1500 ,2983 ,430 
1500 ,2983 ,430 
1500 ,2983 ,430 
1500 ,2983 ,430 
1500 ,2983 ,430 
1500 ,2983 ,430 
1500 ,2983 ,430 
1500 ,2983 ,430 
1500 ,2983 ,430 
1444 ,2993 ,367 
1444 ,2993 ,367 
1444 ,2993 ,367 
1444 ,2993 ,367 
1444 ,2993 ,367 
1444 ,2993 ,367 
1444 ,2993 ,367 
1444 ,2993 ,367 
1450 ,3049 ,398 
1450 ,3049 ,398 
1450 ,3049 ,398 
1450 ,3049 ,398 
1450 ,3049 ,398 
1450 ,3049 ,398 
1450 ,3049 ,398 
1450 ,3049 ,398 
1475 ,2991 ,373 
1475 ,2991 ,373 
1475 ,2991 ,373 
1475 ,2991 ,373 
1475 ,2991 ,373 
1475 ,2991 ,373 
1475 ,2991 ,373 
1475 ,2991 ,373 
1475 ,2991 ,373 
1472 ,2953 ,389 
1472 ,2953 ,389 
1472 ,2953 ,389 
1472 ,2953 ,389 
1472 ,2953 ,389 
1472 ,2953 ,389 
